description,category,amount,timestamp
Gas @ Chevron,Travel,138.77,2022-11-02 08:07:32
Groceries,Transportation,108.19,2023-07-10 02:12:30
Substack sub,Food,204.86,2025-01-18 17:28:04
Gas @ Chevron,Food,104.91,2023-11-20 19:13:33
Amazon,,188.29,2023-03-14 10:55:21
Airbnb stay,Travel,44.69,2024-11-11 13:54:10
Train ticket,Shopping,120.57,2022-10-29 20:02:20
Coffee,Transportation,152.32,2022-08-15 15:15:43
Movie ticket,Utilities,148.08,2023-09-23 22:21:10
Gym membership,Fitness,255.26,2023-01-26 04:01:13
Flight ticket,Shopping,99.78,2022-10-22 06:20:53
Gas @ Chevron,Shopping,260.5,2023-01-24 14:45:25
Concert ticket,Food,70.61,2024-08-01 00:30:49
Pharmacy purchase,Fitness,164.64,2022-04-30 04:53:53
Movie ticket,Utilities,240.86,2023-12-23 14:34:08
Movie ticket,Transportation,282.26,2022-05-08 18:13:46
Airbnb stay,Utilities,46.35,2024-03-18 23:49:55
Subscription,Fitness,157.22,2023-10-09 08:06:58
Flight ticket,Utilities,206.99,2024-12-27 07:22:41
Electricity bill,Transportation,118.01,2023-04-27 21:16:55
Concert ticket,Transportation,253.48,2023-11-01 04:30:03
Substack sub,Health,172.6,2024-04-27 08:13:36
Coffee,Entertainment,152.85,2025-04-05 15:24:35
Gym membership,Transportation,196.06,2022-05-31 05:08:33
Gym membership,Entertainment,40.86,2025-01-24 03:01:43
Concert ticket,Travel,233.69,2023-11-11 02:35:37
Flight ticket,Entertainment,88.78,2023-08-31 11:43:17
Electricity bill,Food,250.94,2022-05-28 07:34:00
Car repair,Transportation,64.81,2024-05-25 03:32:24
Groceries,Utilities,146.11,2023-11-20 14:49:18
Subscription,Transportation,120.69,2024-10-07 13:40:13
Gas @ Chevron,Utilities,173.81,2024-09-11 23:59:19
Dinner at restaurant,Travel,15.69,2023-03-23 23:23:43
Gym membership,Shopping,28.56,2024-09-26 09:51:57
Groceries,Travel,212.28,2024-01-27 13:42:55
Clothing purchase,Fitness,103.01,2023-04-30 21:41:56
Subscription,Fitness,138.54,2023-07-04 01:11:01
Gas @ Chevron,Transportation,16.97,2023-09-18 21:40:10
Flight ticket,Health,130.03,2025-01-03 21:35:57
Coffee,Transportation,140.4,2022-12-09 07:32:23
Amazon,,129.96,2023-05-13 06:23:32
Substack sub,Shopping,257.73,2023-07-31 07:00:05
Pharmacy purchase,Shopping,103.46,2022-11-11 06:43:50
Groceries,Food,270.44,2024-12-08 13:40:08
Concert ticket,Utilities,160.32,2023-06-11 01:50:35
Concert ticket,Entertainment,251.28,2025-01-22 17:01:22
Coffee,Entertainment,241.38,2023-02-24 08:32:12
Dinner at restaurant,Travel,192.25,2022-07-05 06:05:28
Online course,Travel,229.59,2024-02-07 14:29:11
Substack sub,Fitness,157.52,2024-03-28 12:16:07
Airbnb stay,Travel,200.14,2025-01-27 20:28:16
Substack sub,Health,235.77,2024-04-06 09:37:44
Uber ride,Entertainment,159.19,2022-04-23 14:05:04
Electricity bill,Transportation,10.19,2025-02-06 06:08:04
Train ticket,Transportation,69.73,2022-06-24 18:00:06
Train ticket,Fitness,36.54,2022-06-01 19:11:32
Flight ticket,Shopping,119.6,2023-09-09 10:17:10
Groceries,Utilities,258.54,2024-01-26 04:23:43
Gym membership,Food,254.82,2022-04-28 13:54:55
Pharmacy purchase,Food,147.81,2022-09-22 10:24:43
Substack sub,Utilities,266.08,2025-01-17 14:55:24
Pharmacy purchase,Entertainment,65.73,2022-11-02 01:50:05
Groceries,Entertainment,175.03,2025-02-19 02:33:03
Gym membership,Fitness,96.28,2023-02-13 07:16:23
Airbnb stay,Transportation,299.5,2023-11-26 13:10:17
Pharmacy purchase,Fitness,43.09,2025-02-01 07:21:02
Electricity bill,Transportation,297.89,2023-09-18 09:48:53
Gym membership,Entertainment,126.06,2023-01-28 00:31:54
Groceries,Entertainment,85.38,2024-07-27 00:39:49
Gas @ Chevron,Travel,181.37,2024-02-08 23:41:13
Gym membership,Health,261.98,2024-05-11 04:04:59
Uber ride,Transportation,176.48,2023-02-21 12:01:37
Train ticket,Shopping,108.8,2022-04-20 11:34:43
Coffee,Shopping,220.29,2023-12-04 01:59:49
Concert ticket,Travel,25.73,2022-06-10 07:19:05
Concert ticket,Transportation,95.44,2023-05-11 15:16:30
Amazon,,106.15,2025-01-15 09:34:31
Dinner at restaurant,Food,134.0,2023-06-04 12:38:32
Gym membership,Health,202.47,2023-02-24 21:58:44
Groceries,Shopping,163.39,2023-04-09 21:07:19
Gym membership,Transportation,125.88,2023-11-07 01:02:53
Amazon,,108.92,2023-06-01 01:52:07
Concert ticket,Fitness,222.53,2023-08-04 06:11:15
Substack sub,Transportation,126.68,2022-12-07 11:49:34
Online course,Health,140.94,2022-04-20 20:52:36
Dinner at restaurant,Entertainment,34.0,2022-06-15 01:27:08
Gas @ Chevron,Food,166.02,2022-09-17 01:45:51
Concert ticket,Transportation,22.23,2024-04-28 06:40:04
Electricity bill,Utilities,240.23,2023-09-07 05:21:14
Clothing purchase,Shopping,236.51,2023-12-24 06:02:11
Train ticket,Food,59.35,2023-05-19 10:52:16
Train ticket,Entertainment,267.65,2024-04-20 01:17:12
Uber ride,Travel,5.85,2023-09-27 14:43:32
Groceries,Entertainment,95.63,2023-03-23 21:34:57
Electricity bill,Fitness,128.25,2023-12-17 14:15:38
Subscription,Transportation,50.15,2023-12-24 18:54:18
Clothing purchase,Fitness,67.1,2024-03-23 22:04:42
Clothing purchase,Utilities,215.2,2025-02-22 01:29:45
Train ticket,Entertainment,135.29,2024-02-27 08:42:05
Gas @ Chevron,Transportation,299.32,2022-11-02 19:40:52
Electricity bill,Fitness,108.81,2022-06-20 19:47:58
Electricity bill,Utilities,80.48,2023-05-04 16:34:17
Groceries,Food,35.0,2023-04-14 14:40:20
Airbnb stay,Entertainment,30.1,2024-08-22 05:59:38
Uber ride,Transportation,197.19,2024-11-12 09:07:19
Gas @ Chevron,Food,237.5,2024-01-11 20:34:24
Movie ticket,Entertainment,214.49,2023-08-04 15:47:28
Substack sub,Health,214.36,2023-05-17 00:22:01
Car repair,Transportation,275.36,2023-05-05 20:51:35
Amazon,,156.79,2022-10-30 00:40:17
Clothing purchase,Transportation,13.17,2023-10-11 16:22:58
Movie ticket,Entertainment,130.32,2024-02-13 11:19:56
Gym membership,Food,213.14,2023-04-18 10:17:19
Car repair,Entertainment,159.66,2023-01-17 09:45:42
Electricity bill,Fitness,171.93,2024-01-18 12:16:20
Flight ticket,Food,126.62,2023-12-06 07:14:15
Coffee,Fitness,120.95,2023-10-06 10:44:23
Substack sub,Food,118.82,2024-01-04 06:56:46
Online course,Health,294.01,2023-12-21 00:48:35
Movie ticket,Travel,163.53,2023-03-21 02:41:01
Groceries,Health,110.8,2023-01-10 21:24:02
Flight ticket,Transportation,239.24,2022-06-04 17:26:06
Movie ticket,Transportation,98.98,2023-10-06 14:13:20
Airbnb stay,Shopping,289.75,2023-10-31 00:31:19
Electricity bill,Shopping,146.16,2023-03-13 20:00:58
Flight ticket,Transportation,98.39,2025-02-19 07:18:36
Clothing purchase,Travel,101.59,2022-07-24 11:56:52
Train ticket,Travel,231.67,2023-02-22 09:24:22
Train ticket,Food,20.85,2023-07-12 07:48:59
Groceries,Utilities,281.44,2024-11-13 05:05:59
Coffee,Transportation,228.59,2025-03-13 13:48:08
Clothing purchase,Transportation,86.97,2023-01-14 22:43:57
Car repair,Transportation,262.42,2022-04-26 17:26:31
Clothing purchase,Fitness,283.72,2022-07-29 19:01:34
Pharmacy purchase,Entertainment,289.74,2023-01-11 17:54:36
Gas @ Chevron,Transportation,151.51,2023-01-16 13:36:38
Substack sub,Transportation,124.47,2025-01-07 17:00:08
Gas @ Chevron,Food,114.83,2022-11-16 17:07:53
Gas @ Chevron,Transportation,21.57,2022-07-14 06:01:24
Gas @ Chevron,Shopping,88.26,2024-11-24 03:40:46
Groceries,Utilities,76.99,2024-12-17 09:48:20
Gas @ Chevron,Food,29.69,2022-04-26 07:03:25
Airbnb stay,Health,64.76,2024-08-28 08:28:53
Dinner at restaurant,Transportation,203.95,2024-03-26 01:05:31
Subscription,Travel,145.77,2023-10-19 07:55:03
Airbnb stay,Fitness,169.33,2024-10-25 03:29:00
Amazon,,204.16,2023-01-15 01:47:38
Online course,Utilities,272.09,2025-03-29 10:26:21
Uber ride,Entertainment,164.68,2025-02-08 18:31:17
Electricity bill,Health,100.44,2023-05-17 15:35:38
Gym membership,Food,99.71,2025-03-20 10:47:21
Car repair,Food,216.2,2023-03-01 21:20:54
Uber ride,Fitness,282.89,2025-03-17 07:42:46
Train ticket,Food,11.94,2022-12-10 21:38:32
Gym membership,Entertainment,278.76,2023-04-20 12:02:05
Gym membership,Transportation,285.12,2025-03-28 17:41:18
Coffee,Health,160.5,2023-09-25 09:02:04
Pharmacy purchase,Shopping,215.87,2024-07-10 18:11:44
Pharmacy purchase,Shopping,60.36,2022-09-29 05:45:21
Gym membership,Travel,32.53,2022-07-25 20:28:01
Subscription,Entertainment,20.57,2024-08-21 06:17:40
Gym membership,Transportation,187.64,2024-11-29 16:31:28
Electricity bill,Food,26.71,2022-06-09 17:04:58
Car repair,Food,228.68,2022-08-30 02:14:35
Amazon,,281.25,2023-07-26 04:57:18
Online course,Health,188.75,2024-07-17 11:46:56
Pharmacy purchase,Utilities,229.39,2023-05-19 04:24:04
Train ticket,Shopping,223.5,2023-09-07 04:42:49
Movie ticket,Health,62.7,2024-03-21 18:15:54
Uber ride,Health,62.21,2022-06-13 13:03:47
Car repair,Health,77.91,2025-01-20 22:51:36
Movie ticket,Health,66.81,2023-05-29 06:57:24
Electricity bill,Transportation,170.4,2023-03-18 03:28:56
Substack sub,Fitness,85.77,2022-08-05 00:06:52
Groceries,Health,208.15,2022-05-12 18:58:51
Car repair,Shopping,262.25,2024-11-04 06:48:31
Train ticket,Shopping,237.87,2024-02-01 12:05:35
Gas @ Chevron,Transportation,183.34,2024-08-05 14:30:27
Online course,Fitness,181.24,2022-04-25 10:29:45
Train ticket,Fitness,252.77,2024-04-06 09:07:14
Concert ticket,Health,168.9,2024-08-24 16:30:14
Flight ticket,Shopping,241.85,2024-11-06 02:10:32
Subscription,Fitness,28.33,2024-08-08 11:32:25
Dinner at restaurant,Fitness,5.71,2023-07-03 11:40:20
Uber ride,Food,188.7,2023-09-13 08:00:32
Flight ticket,Transportation,136.83,2023-09-01 04:44:36
Electricity bill,Shopping,57.43,2025-04-03 04:24:38
Train ticket,Food,278.45,2022-10-25 10:14:01
Groceries,Entertainment,76.32,2023-08-09 00:30:17
Flight ticket,Travel,275.07,2023-02-22 05:46:53
Electricity bill,Food,233.81,2024-07-11 01:14:29
Car repair,Food,211.32,2024-03-21 02:56:45
Clothing purchase,Food,278.62,2023-09-02 05:28:33
Car repair,Utilities,288.3,2025-03-16 19:52:09
Clothing purchase,Transportation,14.04,2022-04-15 12:07:49
Uber ride,Transportation,51.55,2024-11-27 20:26:43
Amazon,,148.59,2023-06-11 16:02:04
Electricity bill,Travel,134.39,2022-07-18 22:23:05
Pharmacy purchase,Food,187.63,2022-05-25 09:42:01
Gas @ Chevron,Travel,117.16,2025-01-12 11:55:47
Flight ticket,Transportation,25.67,2024-01-14 20:53:48
Airbnb stay,Food,58.84,2022-11-19 13:56:19
Groceries,Fitness,264.08,2025-01-31 03:31:07
Airbnb stay,Fitness,141.64,2023-06-26 04:05:06
Amazon,,6.2,2023-11-18 11:30:48
Substack sub,Food,249.37,2022-04-28 05:06:27
Gas @ Chevron,Entertainment,71.22,2023-01-16 15:02:02
Coffee,Shopping,116.06,2023-07-17 15:38:22
Gym membership,Travel,130.45,2022-10-09 07:07:03
Electricity bill,Health,83.88,2022-10-23 17:48:19
Electricity bill,Health,86.6,2022-11-19 10:41:22
Subscription,Travel,197.88,2023-07-18 19:31:06
Car repair,Fitness,247.11,2023-11-04 21:02:43
Amazon,,223.33,2023-04-07 17:25:32
Flight ticket,Food,14.82,2022-11-10 03:28:47
Dinner at restaurant,Health,275.55,2023-01-30 08:57:06
Clothing purchase,Travel,184.71,2023-12-11 18:41:18
Concert ticket,Transportation,163.37,2023-02-24 15:29:44
Gym membership,Fitness,48.7,2025-02-28 07:47:57
Electricity bill,Health,109.4,2024-07-10 14:54:41
Airbnb stay,Food,294.84,2022-09-26 03:59:08
Online course,Utilities,33.69,2023-07-20 01:02:51
Pharmacy purchase,Shopping,284.27,2023-04-03 04:42:34
Movie ticket,Transportation,235.26,2023-05-05 21:24:17
Electricity bill,Food,156.72,2024-02-06 08:28:18
Movie ticket,Food,47.48,2023-05-28 09:13:00
Electricity bill,Utilities,158.87,2023-01-14 12:52:06
Gym membership,Utilities,88.19,2022-06-27 20:27:01
Subscription,Transportation,6.94,2022-06-09 02:59:29
Flight ticket,Health,59.52,2024-06-17 18:46:34
Uber ride,Food,71.73,2024-05-13 22:35:07
Amazon,,277.68,2025-04-09 04:20:26
Dinner at restaurant,Health,59.07,2025-02-09 16:14:52
Substack sub,Utilities,205.47,2022-05-19 15:00:51
Concert ticket,Transportation,95.77,2024-03-18 08:07:14
Concert ticket,Travel,238.05,2023-05-31 12:07:09
Gas @ Chevron,Entertainment,72.02,2023-04-30 01:59:03
Car repair,Transportation,166.79,2024-10-12 00:29:19
Coffee,Food,12.06,2022-04-24 11:59:36
Dinner at restaurant,Health,42.1,2022-08-05 11:47:58
Dinner at restaurant,Travel,52.84,2023-10-25 21:09:26
Online course,Travel,127.83,2022-12-02 22:35:41
Electricity bill,Health,174.94,2023-06-18 10:59:34
Coffee,Utilities,162.31,2024-04-26 16:31:34
Movie ticket,Transportation,277.75,2024-11-08 22:01:32
Airbnb stay,Fitness,91.14,2022-10-14 17:29:33
Subscription,Health,105.45,2022-07-27 23:18:02
Concert ticket,Food,276.59,2022-08-11 12:51:56
Airbnb stay,Health,202.71,2022-07-11 15:22:33
Train ticket,Travel,264.28,2024-05-05 10:18:42
Substack sub,Transportation,77.16,2022-11-13 14:30:33
Gym membership,Entertainment,282.67,2024-01-10 05:12:19
Uber ride,Food,162.63,2025-01-18 01:29:25
Concert ticket,Fitness,123.77,2023-05-01 18:18:22
Online course,Health,275.46,2023-01-05 22:18:57
Concert ticket,Fitness,36.24,2022-07-12 08:26:56
Airbnb stay,Travel,69.12,2024-06-20 11:16:24
Train ticket,Shopping,38.7,2022-10-31 00:14:16
Car repair,Transportation,92.63,2024-07-28 16:14:32
Coffee,Travel,130.43,2022-09-21 00:26:11
Flight ticket,Transportation,123.21,2022-12-02 14:34:57
Airbnb stay,Travel,232.98,2022-11-10 06:52:35
Electricity bill,Food,225.86,2024-05-23 07:49:04
Gym membership,Health,262.41,2022-09-06 16:27:58
Train ticket,Health,247.93,2022-09-22 15:42:44
Pharmacy purchase,Travel,128.4,2023-05-14 11:00:38
Movie ticket,Fitness,5.82,2022-05-15 15:55:07
Subscription,Entertainment,293.67,2024-02-20 05:46:14
Subscription,Food,120.67,2024-09-12 03:44:30
Substack sub,Entertainment,264.9,2022-12-16 19:04:10
Flight ticket,Fitness,147.6,2022-11-20 02:48:45
Train ticket,Entertainment,202.96,2022-06-10 00:15:58
Gym membership,Travel,108.95,2022-08-18 20:52:36
Electricity bill,Fitness,239.54,2022-04-16 12:32:11
Train ticket,Utilities,50.2,2022-06-10 20:05:53
Pharmacy purchase,Food,239.22,2024-03-31 04:08:45
Car repair,Transportation,89.67,2022-10-31 07:49:50
Flight ticket,Shopping,19.95,2022-10-05 19:26:18
Clothing purchase,Fitness,293.72,2022-08-14 12:47:47
Amazon,,272.87,2023-12-06 04:30:52
Uber ride,Food,88.46,2022-06-05 06:56:58
Concert ticket,Utilities,130.18,2023-06-03 05:35:50
Online course,Health,120.59,2024-10-26 12:23:36
Electricity bill,Transportation,218.34,2024-06-01 09:49:43
Online course,Transportation,44.88,2022-12-13 22:02:58
Gym membership,Fitness,288.1,2024-08-06 19:31:03
Clothing purchase,Shopping,162.57,2024-09-03 01:54:00
Gym membership,Travel,11.11,2024-06-08 23:39:19
Gas @ Chevron,Food,47.83,2022-05-24 02:16:10
Concert ticket,Fitness,155.66,2024-04-15 08:32:57
Clothing purchase,Shopping,25.36,2022-05-27 23:52:14
Electricity bill,Health,154.34,2024-01-30 18:28:21
Substack sub,Transportation,198.3,2024-04-09 14:25:05
Gym membership,Transportation,25.83,2022-12-06 18:19:09
Uber ride,Food,294.94,2022-06-12 09:20:33
Gym membership,Fitness,175.7,2023-10-07 02:07:43
Car repair,Entertainment,134.94,2022-06-20 02:46:24
Train ticket,Transportation,262.85,2022-12-15 11:32:39
Uber ride,Fitness,282.06,2023-10-31 23:29:58
Amazon,,235.88,2022-07-21 08:24:32
Groceries,Shopping,217.97,2022-08-18 21:37:52
Train ticket,Entertainment,160.48,2024-02-02 02:03:24
Subscription,Food,230.0,2024-12-18 02:19:54
Gym membership,Travel,163.18,2022-07-18 14:42:26
Online course,Entertainment,84.61,2023-07-24 13:22:57
Gym membership,Utilities,61.28,2024-02-08 01:19:36
Groceries,Utilities,195.78,2022-12-10 01:09:08
Online course,Utilities,150.78,2024-10-26 13:04:23
Pharmacy purchase,Travel,5.87,2024-03-07 23:43:11
Substack sub,Utilities,207.83,2024-12-07 18:12:29
Clothing purchase,Fitness,215.31,2024-04-29 08:02:03
Electricity bill,Transportation,158.73,2022-08-29 21:38:37
Amazon,,113.01,2022-10-05 13:14:36
Train ticket,Transportation,59.59,2023-02-24 10:37:28
Flight ticket,Shopping,21.57,2024-03-17 12:50:39
Flight ticket,Entertainment,18.0,2025-02-27 23:20:42
Dinner at restaurant,Food,145.53,2024-12-28 04:29:21
Coffee,Shopping,14.18,2023-09-05 17:41:42
Substack sub,Fitness,228.13,2024-06-03 14:22:07
Car repair,Fitness,82.14,2023-02-22 18:06:04
Groceries,Transportation,281.4,2023-04-25 07:51:43
Dinner at restaurant,Utilities,101.22,2024-08-29 08:58:53
Substack sub,Food,221.68,2022-06-12 05:48:20
Train ticket,Health,187.46,2023-08-08 05:24:29
Train ticket,Transportation,79.36,2022-09-26 18:10:17
Dinner at restaurant,Food,85.53,2024-05-24 05:27:05
Dinner at restaurant,Health,9.91,2024-06-22 01:27:07
Uber ride,Health,110.45,2023-01-04 17:57:19
Coffee,Transportation,247.03,2023-11-16 22:38:18
Substack sub,Transportation,173.13,2025-01-15 16:38:18
Coffee,Entertainment,42.19,2023-04-23 01:14:50
Gas @ Chevron,Health,220.4,2024-11-28 01:34:20
Gas @ Chevron,Travel,217.29,2025-01-27 17:54:18
Gym membership,Utilities,269.58,2023-06-01 02:56:39
Pharmacy purchase,Travel,49.43,2023-01-12 18:28:41
Dinner at restaurant,Health,16.1,2024-10-30 18:09:16
Online course,Health,116.21,2022-11-29 10:59:26
Online course,Entertainment,169.17,2022-09-24 21:08:41
Amazon,,15.78,2022-12-30 12:31:26
Amazon,,231.2,2024-03-01 22:04:06
Uber ride,Food,98.59,2022-05-21 20:58:15
Gas @ Chevron,Utilities,52.77,2024-08-11 05:44:05
Coffee,Travel,162.25,2022-12-27 14:01:55
Uber ride,Health,123.67,2023-11-23 15:48:01
Uber ride,Health,26.53,2024-07-26 02:30:01
Substack sub,Health,238.03,2024-03-11 19:26:48
Train ticket,Transportation,12.11,2023-01-12 09:31:04
Clothing purchase,Transportation,196.35,2022-09-07 14:17:21
Concert ticket,Health,119.87,2023-08-24 08:16:26
Movie ticket,Health,12.64,2025-04-11 17:47:18
Flight ticket,Entertainment,256.98,2023-02-05 07:15:15
Movie ticket,Utilities,31.51,2023-11-04 05:13:16
Gas @ Chevron,Fitness,91.8,2025-02-19 08:30:49
Clothing purchase,Shopping,238.67,2024-08-03 16:38:21
Coffee,Entertainment,256.76,2022-08-07 09:46:25
Coffee,Shopping,207.86,2025-02-23 16:43:22
Coffee,Shopping,44.24,2024-11-07 20:43:10
Clothing purchase,Utilities,297.51,2022-08-02 19:32:04
Coffee,Entertainment,131.43,2024-11-12 06:33:41
Concert ticket,Fitness,139.97,2023-03-05 02:12:15
Coffee,Utilities,68.45,2023-04-08 09:27:37
Concert ticket,Fitness,110.51,2025-02-05 20:00:38
Airbnb stay,Fitness,190.09,2023-04-02 11:10:53
Substack sub,Utilities,95.08,2023-12-06 16:48:59
Coffee,Health,49.77,2023-02-19 11:52:56
Gas @ Chevron,Utilities,111.18,2023-02-04 07:38:45
Gym membership,Entertainment,190.59,2023-12-21 15:58:15
Airbnb stay,Entertainment,55.29,2025-01-04 03:26:40
Uber ride,Food,234.54,2025-02-27 04:52:47
Clothing purchase,Fitness,282.26,2023-03-20 16:23:36
Train ticket,Health,290.6,2024-07-01 16:42:02
Uber ride,Shopping,259.83,2023-06-13 21:21:57
Electricity bill,Travel,207.14,2023-05-08 13:56:43
Coffee,Health,111.19,2024-07-16 04:25:31
Substack sub,Entertainment,253.16,2024-08-01 01:15:50
Coffee,Fitness,145.06,2023-10-29 06:15:57
Amazon,,264.95,2025-03-17 22:30:02
Movie ticket,Transportation,23.33,2023-01-31 15:13:47
Groceries,Transportation,154.82,2024-02-10 20:39:28
Clothing purchase,Fitness,290.34,2022-08-27 19:33:26
Pharmacy purchase,Travel,4.09,2024-11-16 20:25:10
Electricity bill,Entertainment,158.15,2023-03-22 14:18:50
Electricity bill,Fitness,153.86,2023-07-22 09:38:06
Clothing purchase,Food,188.01,2022-07-07 08:11:23
Gas @ Chevron,Transportation,268.77,2025-01-28 11:36:01
Movie ticket,Travel,58.01,2023-04-29 19:57:53
Subscription,Shopping,194.84,2023-12-22 06:07:16
Subscription,Food,140.84,2023-02-01 13:59:58
Uber ride,Travel,107.99,2024-08-13 18:46:18
Coffee,Health,289.46,2024-11-24 17:54:58
Gym membership,Shopping,42.77,2024-07-20 06:58:10
Gas @ Chevron,Fitness,290.58,2024-06-04 18:53:59
Car repair,Travel,150.7,2023-12-14 06:17:39
Dinner at restaurant,Transportation,4.81,2024-03-06 11:24:01
Groceries,Transportation,276.38,2024-10-03 07:53:54
Pharmacy purchase,Transportation,53.31,2022-12-16 06:33:47
Concert ticket,Food,79.42,2023-11-25 00:11:48
Concert ticket,Food,129.78,2022-12-01 01:08:38
Gym membership,Transportation,147.63,2023-12-05 06:38:52
